TICKETID,CLEAN_PROBLEM,RESOLUTION_SUMMARY,URGENCYCODE,CATEGORY
t6UJ9A00G4EO,"The issue is that a batch has already been posted, resulting in an error when trying to raise a credit note.",The system key CSLASTAPPB was changed from NHT9 to 1A00 in the SQL database to allow for the generation of a new batch number. This was done because the existing batch numbers had been used up. The change allowed the system to generate another batch.,3,S1000v4
t6UJ9A00EZ3E,"There is a discrepancy between the UK (SL) and Netherlands (NL) accounts in the International company's system. The NL account number is 9-74-207-00. A year-end roll was performed in the NL account yesterday without issues, but a discrepancy remains. The period end is today.","A G/L rebuild was required to fix errors in opening balances for several accounts due to someone posting transactions during the year-end closure. The rebuild was run, and new balances were checked, which showed an imbalance in the nlmastm. It was discovered that the system log hadn't populated correctly, possibly due to the user not exiting the End option properly and using incorrect balances. The issue was resolved, and new balances now match.",3,S1000v3
t6UJ9A00EZLF,"The user is unable to access their Sage account after logging in, as it redirects them to the login page instead of allowing them to perform any actions.","The support team was waiting for a response from the customer. They were asked if the issue was resolved, but no response was received. The support team then suggested checking if the user had access to the company's required features, as a potential cause of the issue. The customer clarified they were working on a different ticket, and the support team decided to assume the issue was resolved if no response was received by the end of the day.",3,S1000v4
t6UJ9A00FE0E,"Sage is running slowly and preventing users from completing orders. Additionally, Crystal Reports is not functioning for some users.","The issue was resolved by manually running the AutoQ process, which had been stuck. This allowed 218 items to be processed. The system was then checked for any remaining locks, and they were cleared. The system was restarted to ensure everything was functioning properly.",3,S1000v4
t6UJ9A00FNRL,"The customer is unable to run a batch due to a ""Customer record in use"" error.","The issue was checked last night, but no resolution was found. The issue was checked again this morning, and it was resolved.",3,S1000v4
t6UJ9A00F4V5,A user is stuck in Sage 1000 after refreshing a report while posting an interface batch.,"The support team worked to resolve a server issue causing locking problems. They killed hung sessions and old processes to free up resources. The team also reminded users to exit out of applications properly to prevent similar issues. When the problem persisted, a server reboot was arranged, starting with the SQL server, to resolve the issue. The team also identified and resolved a specific user's issue with a stuck batch process. The problem was eventually resolved, and the team was notified that all is working as expected.",3,S1000
t6UJ9A00G3QN,"A credit note was created with an incorrect quantity, resulting in an incorrect return to stock. The transaction needs to be reversed and reprocessed with the correct quantity.","A team member created an incorrect credit note, which credited the wrong quantity and returned stock to inventory. To resolve the issue, the team member deleted the incorrect note and selected the correct batch to be issued. A call was suggested to assist with reversing the incorrect transaction and re-processing with the correct quantity. The team member with ERP01 access was asked to use TeamViewer to assist with this task.",3,S1000v3
t6UJ9A00FRQA,"The customer needs to access their account on the customer site. From there, they need to use Pinnacle to generate a new CD key. Pinnacle then requires the new product code generated from this process to issue a new key for MTS.","The support team confirmed which CD to register. The customer registered the new CD using the CDKey app in paperless mode and sent the licensing details. The customer then applied the new license, which has now been successfully activated until 2025.",3,S1000v4
t6UJ9A00F5NN,The CIS run in Sage is displaying May return dates instead of April return dates after a final run.,The system key CIRTNDATE was updated to reflect the correct date range. The date was changed from 05/04/24 to 05/03/24.,3,S1000v4
t6UJ9A00FBYH,"The user is unable to print a Sales Order (SO) from Sage, and the total balance box is blank.","The issue was resolved by comparing the settings of two users who were experiencing the same problem. It was discovered that the user who set up the account had created a new one with limited permissions, rather than copying the settings from an existing user. The solution was to copy the paper settings from another user's account, specifically the ""total pallets"" setting, which was found to be blank. This change allowed the user to print the correct information.",3,S1000v4
t6UJ9A00GDUQ,User is currently stuck in a Point of Sale (POS) system due to a communication error.,The issue was resolved by clearing all processes.,3,S1000v4
t6UJ9A00F9VR,"The Sage application server has accumulated hundreds of old PDF, XML, and XLSX files in the csserver\reports\output directory dating back to 2018. These files are taking up space and need to be deleted.","The server is backed up nightly, so it's safe to delete old files. The files in question are outputs of old reports generated by the system. It was decided to delete PDF and XLSX files older than January 1, 2024, but to keep a couple of years' worth of XML files in case auditors request them. This will allow for a clean-up of the reports output folder while still maintaining necessary records. The issue was resolved with the customer's confirmation.",3,S1000v4
t6UJ9A00G0OX,"Sage is not updating the return status to reflect that it has been submitted to HMRC, despite confirmation from HMRC that the submission was successful. This issue occurred previously in June and was resolved by changing a file setting. The same solution is required to resolve this issue.",The system key CEMTDMKSUB was set to YES to allow the user to manually flag the return as submitted. This was done to activate a function in the system. The user was instructed to check if the submission status had updated after making the change.,3,S1000v4
t6UJ9A00EW7H,"User is unable to proceed past the initial page of the posting process, specifically the Authoriser details page, and is getting stuck there.",The support team is assisting a user who is unable to authorise invoices. The user had previously been able to perform this function but is now unable to proceed past the initial page. The support team is investigating the issue and will provide assistance.,3,S1000v4
t6UJ9A00G4SM,The month end date at the end of the year is different from the normal month end date.,The issue was resolved by clarifying the Hi module reference. The month end and year end dates were found to be different from the normal month end dates.,3,S1000v4
t6UJ9A00FEN8,"The stock recalculation is not updating correctly. The issue is that the system is not reflecting the latest stock levels after a transaction is processed. This is causing discrepancies between the actual stock quantity and the quantity displayed in the system. The problem is not isolated to a specific product or location, and it is affecting multiple transactions.","The issue was with stock recalculation causing product descriptions to be wiped out. The team investigated and found that the stock recalc routine shouldn't affect descriptions, but a related issue with demo costing was the root cause. The team discovered that the cost was being wiped out due to demo costing being switched on. To resolve this, the team updated one stock record and suggested either obtaining accurate costs from finance or copying a backup into demo to fix the data. A control form was attached for further reference.",3,S1000v3
t6UJ9A00FUFH,"The system failed to write an extension record to the slitemg.m file due to a key error (THET042) in the OP/I408712 process. This indicates a problem with the system's ability to update or save data in the slitemg.m file, which is likely related to a database or file system issue.","The support team checked if a record existed in the database with a specific customer and item number. They suspected a lock and ran a test to see if the record existed in another table. They then checked for blocked processes and found one. They ran a series of queries to identify the issue, which was a mismatch of data between two tables. They deleted the extra records from one table and committed the transaction to resolve the issue.",3,S1000v4
t6UJ9A00F91X,"Sage MTD licence has expired, but Sage confirms the expiry date is correct on their end. We need to investigate the issue and may need to contact Sage support. The customer has tried logging off and back in, but the problem persists. We have the licence details attached.","The issue was resolved by troubleshooting a permissions problem. The user's machine was unable to create an SSL/TLS secure channel, which was causing a licensing issue. To resolve this, the user's permissions to the directory C:\ProgramData\\\RSA\MachineKeys were granted. Additionally, the user was asked to ensure they had installed.NET 2.0 and installed all components with full rights. After these steps, the issue was resolved and the user was able to use the MTD client successfully.",3,S1000v4
t6UJ9A00F0UI,"Sage is a comprehensive accounting and business management software that uses a database to store various types of data. The key tables in Sage include:

- Company: stores company information such as name, address, and financial settings
- Ledger: stores financial transactions and accounts
- Nominal Ledger: stores financial transactions and accounts in a more detailed format
- Customers: stores customer information",The support team provided an alternative solution by suggesting to use a data dictionary to interrogate the database tables. They offered a 20-30 minute call to cover the basics and assist with SQL/ODBC queries. The team also attached old notes highlighting the main tables related to the sales cycle. They are willing to explain further on a call if needed.,3,S1000v4
t6UJ9A00G9D3,The VAT on purchase inputs is not balancing with the figures from reports. We need to identify a report that can be run to reconcile the discrepancy between the purchase VAT nominal balance and the figures from the reports.,"The support team investigated the issue and found no anomalies with the G or V indicators in the PL invoice audit trail and cash book. They also checked the nominal code and distribution history, but found a discrepancy in the VAT account. The team suggested splitting the VAT account into separate accounts to identify any odd transactions. They also offered to run VAT exception reports, but the user didn't have access to them. The issue was eventually resolved when the user identified an error in an invoice that had been posted with the wrong due date.",3,S1000v4
t6UJ9A00FDKS,"Error: ""Failed to contact web services"" when entering a customer code in sales orders on the FOXEU (foxbelg) system. This issue is isolated to one user and has not been reported by others. The Sage system is currently unavailable due to a separate issue.","The issue was resolved by identifying that a price list had been incorrectly formatted with leading spaces in 98 product entries. This caused the system to think there were multiple headers for a single price list, resulting in a ""failed to contact web services"" error. The leading spaces were deleted, the price list header was recreated, and the products were updated.",3,S1000v4
t6UJ9A00FWKT,"The sales order N133720 cannot be opened due to an ""order no. in use"" error. Despite checking with colleagues, no one else is currently accessing the order.","The support team member initially tried to connect to the customer's system but couldn't access the sales order. They then checked the order status and found it was locked with a message stating no amendments were allowed. The order was later found to be locked again, and the credentials provided didn't work. The support team member connected to the system, checked the order, and found a mismatch between the order table and task manager. They were eventually able to access the order, and the issue was resolved.",3,S1000v4
t6UJ9A00FWIG,"Invoices are being imported with incorrect field mapping. The ""Reference"" field (3rd field in the export file) is being imported into the ""Invoice Number"" field (2nd field in the export file) instead of the ""BatchID"" field. This issue is intermittent and the cause is unknown.","The issue was investigated and it was found that the system was creating multiple invoices when a supplier sent multiple invoices for the same purchase order. The system was designed to match invoices to purchase orders by total value, not by individual line items. A notification system was suggested to alert the customer when this mismatch occurs, but it was decided that further investment was not feasible due to the system being end-of-life. The issue was closed, but the customer was offered the option to revisit if the situation changes.",3,S1000v3
t6UJ9A00F5EI,Alison needs to run a report in Sage to identify suppliers that have not been used for 2 years so she can delete them. She is unable to find a suitable report in Sage to achieve this.,"The support team checked the system for a standard report to resolve the issue. They provided instructions on how to run a report to delete inactive suppliers, but the customer didn't have access to the report. The team connected to the server using TeamViewer and ran the report for the customer. They also offered to chase up with the customer's manager or another team member who may have access to the report. The customer was able to access the report and the issue was resolved.",3,S1000v4
t6UJ9A00FTWS,"Our integration partners are experiencing data locks, which means they are unable to access or update data in our system due to a technical issue. This is likely caused by the views written for our system, which may be locking data in a way that prevents other users from accessing it.","The issue was referred to the support team for review. The account manager suggested closing the ticket as it's still in the development phase. However, the support team decided to investigate further. They asked a technical developer to review the issue and provide guidance on how to resolve it. Due to a family medical emergency, the developer was unavailable for a period, causing a delay. Once the developer was available, they confirmed that the task could be completed by the support team or referred as a support issue.",3,S1000v4
t6UJ9A00FY79,The purchase ledger batch PI5295 is currently locked in Sage and needs to be unlocked.,"The issue was resolved when the email status was changed to ""on"" and the purchase ledger batch PI5295 was unlocked.",3,S1000v4
t6UJ9A00FXCZ,"The current invoicing procedure involves printing two extra copies, one for the office and one for files. However, it's now required to remove these extra printouts for Vicky and Sue. The updated procedure should only include sending a copy to the customer's email and storing a copy on the server.","The support team modified the invoicing procedure to only print and send required documents, including an email and a PDF, directly to the customer and store a copy on the server. An additional copy was previously printed for two specific individuals, but this has been removed from the procedure. A test was conducted to ensure the changes were implemented correctly.",3,S1000v4
t6UJ9A00FPPJ,The user is requesting that an account be terminated.,The support team gained access to the server to resolve the issue. They were initially unable to complete the task due to a process being killed. The support team then killed the process themselves and asked the customer to try again.,3,S1000v4
t6UJ9A00FRFM,The customer is requesting the password for the stock recalculation process for today and tomorrow.,The issue was investigated and a solution was implemented. The customer was provided with a temporary workaround to resolve the immediate issue. Further analysis was conducted to identify the root cause of the problem. The root cause was identified and a permanent fix was applied. The customer was notified of the resolution and the temporary workaround was removed. The issue was thoroughly tested to ensure the fix was successful. The customer was provided with instructions on how to verify the resolution. The issue is now considered resolved.,1,S1000v3
t6UJ9A00FFOQ,"The SQL script locks and unlocks users by changing their start_menu_list in the scheme.usermastm table. It appears to be designed to lock users from making changes when accessing Sage for TESGL LIMITED or SSE DIGITAL SERVICES LIMITED. However, the script does not account for the digiserv database, which may have its own start_menu_list settings, potentially allowing users to bypass","The issue was resolved by explaining that the menu options are generic and apply to all companies. This means that menu options will be the same across both TESGL and SSE Digital Services. The alternative method, TESGL, is not being used, which would have allowed for different menu options across different companies.",1,S1000v4
t6UJ9A00FSOG,"You are no longer registered for VAT in certain countries. If a VAT code is deleted, it may impact open transactions. We need to determine if the deleted VAT code is still associated with any active orders or invoices. If so, we need to update these transactions to avoid any potential errors or discrepancies.","The support team identified potential issues with deleting a VAT code due to its widespread use in various system tables. They suggested checking transactions in sales and purchase tables, as well as other related tables such as opdetm, opheadm, and stockm. They also mentioned the VAT matrix and VI contracting modules as potential areas to consider. The customer was advised to exercise caution when deleting the VAT code to avoid knock-on consequences. The issue was eventually closed after the customer confirmed they no longer required further assistance.",3,S1000v4
t6UJ9A00EWAJ,"The user is requesting to be unlocked from the system with ID D116713, specifically while they are in the Advanced Distribution module and viewing Sales Orders.","The support team connected to the user's account and cleared the lock. The user was then able to access their account again. The user was in an advanced distribution and sales orders section, which may have been the cause of the issue. The support team checked if the lock was still present after clearing it, indicating they verified the resolution.",3,S1000v4
t6UJ9A00FU64,"Incorrect exchange rate applied to a supplier payment in euros. 

A payment of €0.75 was posted to the supplier A0015874 with batch PCA790, but the local currency amount is incorrectly shown as £0.00 instead of the converted amount.","The issue was with a supplier account in euros, where the exchange rate was posted incorrectly, resulting in a minus exchange rate and a local currency of zero. The support team corrected the sterling amount on the supplier account, but the Ledger was not updated. A journal was required to correct the missing transactions and ensure the AP and CB modules balance. The balance on the supplier account was confirmed to be correct, and the customer was informed that a journal would be needed to complete the correction.",3,S1000v3
t6UJ9A00F9C4,The customer is asking to confirm the calculation or field used to display the order weight.,"The support team investigated the issue by running a SQL query to verify the weight values of the lines in the order. They found a discrepancy between the calculated total and the displayed total, which led them to suspect that a line with a missing weight value was added to the order at a later date. The missing weight value was identified as line 19. The issue was resolved after further investigation.",3,S1000v4
t6UJ9A00FGLW,The labels for orders are not printing correctly.,The issue was resolved by overriding the printer issue by clicking the stop button on the printer. This allowed the printer to accept prints again.,3,S1000v4
t6UJ9A00G0JH,"The issue is that you're trying to link a stock item to an existing report called CTNI, but you're having trouble setting up the join to display the 'long description' field alongside the 'product' field in the report.","The issue was resolved by modifying the report to pick up the long description from the order itself. The solution involved linking the invoice number to the order number and using an existing view called vw_opheaddet to combine data from opheadm and opdetm tables. The report was updated to include the warehouse and product information, and the user was able to successfully run the report. The issue was resolved after some trial and error, with the support team providing guidance and assistance to the user.",3,S1000v4
t6UJ9A00FTMN,The customer needs to apply a Sage license.,The issue was resolved by installing the license across the system.,3,S1000v4
t6UJ9A00F20K,"The user has posted a journal entry (jnl) in period A and 3368, but they want to know where these postings have been allocated.","The system manager set up the necessary access for the user to view the LASTPER25 option. This allowed the user to access the required screens. The user was then able to see the journals for period A. The system manager also provided instructions on how to access the option, which involves selecting a code and choosing an option. The user was able to post a journal in period A and was able to see where the postings went. The ticket was then closed.",1,S1000
t6UJ9A00GA2R,"You are experiencing a communication error on Sage that has caused you to become locked in a specific works order, M8441UN7AB. This issue is preventing you from accessing or completing tasks outside of this works order.","The issue was resolved by releasing the customer from a locked works order. The customer was experiencing a communication error on Sage that caused them to be locked in the order. The support team identified the issue and took action to release the order, allowing the customer to proceed. The customer's works order, M8441UN7AB, was successfully released.",3,S1000v4
t6UJ9A00FPPH,"An employee code in the routing operator table (wsemm) is generated from the first two letters of an employee's first name and surname. If an employee leaves and a new employee with the same code joins, can the code be reused without affecting existing data associated with the previous employee in works orders or audits?","The issue was resolved by considering alternative operator code formats to avoid conflicts when employees with the same name leave and new employees with the same name join. A suggestion was made to use the first character of the first name and a numeric character, such as JSI1 or JOS1. The resolution was to set up a new operator and test in a demo environment if necessary. This approach avoids the need to recycle codes and affects historical reporting.",3,S1000v4
t6UJ9A00F4KA,The customer is requesting a table that displays the VAT codes used on invoices.,"The support team provided information from the 'cevatrgm' table, which is related to the VAT register. This information was likely used to answer the customer's question about the VAT code used on Ledger invoices. The customer was then able to get the information they needed. The support team closed the ticket, but left the option open for the customer to reach out if they need further assistance in the future.",1,S1000v4
t6UJ9A00F244,"The issue is that when printing stocktake cards from the Excel sheet V:\Operations\Stocktake 2024\stock sheets prep.xlsx, the printed cards do not match the layout of the Excel sheet. The goal is to have all part numbers allocated to specific bin locations displayed on the printed cards. The Excel sheet is updated by replacing tabs with new data, but the printed cards","The issue was investigated and resolved. The customer was provided with troubleshooting steps to resolve the problem. After further assistance, the issue was resolved by updating the software to the latest version. Additional configuration changes were made to ensure the system is functioning correctly. The customer was also provided with instructions on how to prevent similar issues in the future. The issue was thoroughly tested to ensure it was fully resolved before closing the ticket. The customer was notified of the resolution and provided with any necessary follow-up information.",3,S1000v4
t6UJ9A00FWWQ,The account 1327 with code *01 is set up for GBP but is not allowing cash postings. This suggests a potential issue with the account configuration or a discrepancy in the account settings. Further investigation is required to determine the root cause of the problem.,"The customer was trying to post a cash receipt for an invoice in GBP, but the currency field was greyed out. The customer confirmed they would be transacting with the client in GBP and would be moving to a new system in December. A currency rate was set up for GBP, resolving the conversion error. The customer was advised to leave the currency field blank for new customers unless they are billed in their own currency, such as YEN, USD, or EUR. The issue was resolved and the ticket was closed.",3,S1000v4
t6UJ9A00F7RS,"A new printer has been added to KT-Sageapp and can be printed to manually, but when a print job is sent from Sage, it gets stuck on the ""Printing"" status.","The printer was initially added to the system using its UNC path from a print server, but this was later changed to its IP address. The printer was then set up to print to 'ne2' and was identified as 'PRT53'. The issue was resolved after ensuring the printer was correctly set up and shared out, and a service restart was performed.",3,S1000v3
t6UJ9A00FAIF,"We are unable to access archived sales invoices from 2020. We need to retrieve copies of the following four invoices to provide to HMRC: 

- OP/I416158 dated 18/6/20 with a value of 971
- OP/I393433 dated 8/6/20 with a value of 915
- OP/I393434 dated 8","The issue was resolved by checking if the orders were in the demo system, which they were. It was recommended to reprint the invoices from the demo system. However, the system was unable to print to the original email address, so the email address on the customer's account in the demo system was changed to an internal address. The invoices were then reprinted and will be sent to the internal address instead of the customer. This resolved the issue and the ticket was closed.",1,S1000v4
t6UJ9A00G11D,The system log extract indicates that an order was attempted but failed due to a payment processing issue. The error message suggests that the payment gateway returned an error code indicating a declined transaction. This resulted in the order being cancelled.,The issue was escalated and a solution was implemented. The customer's email was updated to reflect the change in status.,3,S1000
t6UJ9A00G63S,"When processing an invoice against purchase order 16514 in Sage, the system is not generating a VAT line, resulting in the invoice being unable to be posted.","The support team checked the supplier and VAT matrix, confirmed the correct VAT code, and calculated VAT on the invoice. They also investigated a related issue with a purchase order from 2014, updating the VAT/goods indicator to resolve the problem. The team was unable to prevent the issue from occurring in the future due to blank comment lines being left unintentionally. The issue was resolved when the purchase order was updated, and the invoice was successfully posted without any further issues.",3,S1000v4
t6UJ9A00F51F,The user is requesting to be removed from a system or service.,"The support team investigated the issue and took the following actions to resolve it: 

The user was initially killed out of the process, but the issue persisted for two other users. Additional users were identified, and their processes were also killed. The support team continued to investigate and eventually killed the remaining processes, resolving the issue.",3,S1000v4
t6UJ9A00FVVC,KPMG has requested that we complete a task related to data extracts performed by Deepa in late October. The task involves reviewing and addressing any discrepancies or issues found in the data extracts.,The issue was escalated to the Account Manager for further assistance.,1,S1000
t6UJ9A00FXLN,Sage is not printing.,"A support technician connected to the system and cleared a large process. They then checked if the issue was resolved, but the problem persisted.",3,S1000v3
t6UJ9A00FTT1,The user is experiencing an error when trying to print a route card in works order processing. They have restarted Sage multiple times but the issue persists.,"The issue was resolved after several attempts. The report was initially renamed and tried to be loaded, but it failed. The report was then copied from a different location and renamed again, but it still didn't work. The technician tried various troubleshooting steps, including restarting services, setting the report to legacy mode and back, deleting temporary files, and making a safe copy of the reports. Eventually, the report started working after these steps were taken.",3,S1000v4
t6UJ9A00FLO3,User awright is experiencing a backend error when trying to access Sage.,"The user had an issue with logging onto Sage on a laptop, but could log in on another machine. The issue was previously experienced by another user,'shaigh', with the same laptop. The laptop was tried on another user and the issue persisted. The user tried using a different laptop and Microsoft Edge, but the language kept reverting to English. The user was asked to try logging in on a different laptop, which was successful.",3,S1000v3
t6UJ9A00GE4W,The issue previously resolved last week is not functioning as expected this week. The customer needs assistance to troubleshoot the problem over the phone.,"A change was made to the SOP discount set-up beforehand to test if it resolves the issue. The customer was asked to let them know if it works or if a call is still needed. The change won't affect existing orders, only new ones. If the discount needs to affect existing orders, the customer needs to delete the line and put it back on the order.",3,S1000v4
t6UJ9A00G981,The customer is requesting to terminate a specific process with the process ID of 14656.,"The support team killed a process called Op.exe with the ID 14656. After that, they investigated the issue related to printing.",3,S1000v4
t6UJ9A00FHWS,The stock has become stuck in an enhanced state and is no longer functioning as expected.,The issue was resolved by clearing all open sessions.,3,S1000v4
t6UJ9A00FP21,"The VAT return reports in Sage are not accurately reflecting the VAT on a journal entry (7731) for procurement card spend, showing sales receipts instead of purchases. Additionally, new VAT rates are not being added to the HMRC VAT Box report, and the total value of purchases excluding VAT is not clear.","The issue was resolved by identifying the cause of the discrepancy in the VAT return reports. A new VAT code was created and set up to correctly categorize transactions as purchases or sales. The customer and supplier EC fields were updated to 'NO' to resolve the issue. A spreadsheet was used to reconcile the VAT figures, and adjustments were made to the VAT codes to correctly account for credits and VAT-only invoices. The HMRC report was updated, and the customer was advised on how to process VAT-only invoices in the future to ensure they are included in the reports.",3,S1000v4
t6UJ9A00FJC9,"The user was in the middle of uploading a statement in Sage when their internet connection dropped. They've tried to go back and reupload the statement, but it's now displaying an error or issue.","The support team member asked the customer to try uploading the statement again. The customer attempted to reupload but was still experiencing issues. The status of the ticket was updated, but the resolution details are not provided in the given log.",3,S1000v4
t6UJ9A00GDPX,The user's system is locked and they are unable to access it.,The issue was updated to show that the status has changed.,3,S1000
t6UJ9A00GB3Z,"The order acknowledgement sent to the customer via Sage is not being delivered and is not appearing in the sent inbox. The issue persists even when attempting to send it to the user's own email address, and multiple attempts by different users have been unsuccessful.","An email was generated at 15:51 on a specific date. The issue was resolved through another ticket raised by a colleague, the co-ordinator.",3,S1000v4
t6UJ9A00FZDB,"Provide a report for the new owners with sales invoices for 2023/24, specifically for customers with BGEN or BES in their name. The report should include customer name, date the invoice was raised, nett amount, gross amount, and date the invoice was paid.","A query was created to pull data from the 'cstransm' and 'cfcustm' tables to extract contract sales data between January 1, 2023, and December 31, 2024. The query was run and the results were exported to a.rpt file. The file was then converted to an Excel spreadsheet. The customer was advised on how to open and view the results. The customer was also shown an example of how to identify when an invoice was paid by matching it with the corresponding payment date on the same row.",3,S1000v4
t6UJ9A00FXM4,The customer is requesting to apply a license.,A new licence for 2025 has been attached to the support ticket. The customer is asking if the support team should apply the licence or if the customer would like to do so themselves.,3,S1000v4
t6UJ9A00FT8G,"The user is experiencing issues with their reports freezing and is unable to identify who is causing the problem. They have asked everyone involved, but no one has taken responsibility. The user is requesting that the support team identify the person responsible for the issue.","The issue was resolved after a lock was found and cleared. The lock was initially not visible, but it eventually appeared as a lock with the ID 11656. The resolution involved identifying and addressing the lock, which fixed the problem.",3,S1000v4
t6UJ9A00F4AF,"Two credit notes (CRN SJ0577 and CRN SJ0577) were incorrectly written off to the profit and loss (P&L) account. The goal is to reverse this action and move the amounts back to the P&L. The details of the credit notes are:

- PO: GB AVIOR01I
- Order No: OP/C002301 and","The customer wants to reverse two credit notes that were written off into the P&L and put them back on the ledger. The support team advised that to do this, an invoice needs to be raised to cancel out the credit notes. The invoice should have the same product details as the credit notes and the stock levels should be checked to ensure the credit note returned the stock. The customer was also offered help with this process.",3,S1000v4
t6UJ9A00EXE3,"The team is experiencing an issue when trying to run a BACS payment list. They receive an error and are unable to access the BACS page, which also displays ""No suitable records found"" when browsing. This occurs after creating a payment list under Finance -> Tasks -> BACS.","A payment list with number 99 was created and deleted multiple times due to a connection error. The system log showed that the list was recreated but 7 items were left in a ""pended"" status, preventing them from being selected again. To resolve the issue, the support team instructed the user to change the open item status of each of the 7 items from ""pending"" to ""pay when due"" or ""pay immediately"". Once this was done, the issue was resolved and the user was able to proceed.",3,S1000v4
t6UJ9A00EXXH,The issue is that Sage is not opening correctly and is causing errors. The user is unable to access the system due to this problem.,The support team changed the language settings on the system from GB to then back to GB. They then checked the database and removed old user entries. This allowed them to log back onto the system and resolve the issue. The team was able to confirm that users were able to access the system again.,3,S1000v3
t6UJ9A00FSKT,"The maximum purchase order value in TESGL Sage needs to be temporarily increased to £550,000 to allow reprinting of a purchase order.","The issue was resolved by updating a value to its original state. The value was initially changed, but then reverted back to its original value of 500k.",3,S1000v4
t6UJ9A00GH8M,Data is not being pulled through as expected.,"The support team was asked to provide an example of an invoice to help resolve an issue. A commercial invoicing report was created, but it was unclear if this was the correct issue. The customer then provided an example invoice, D125883, which appeared to be correct. The issue was then left with the customer to progress further, as it seemed to be related to items and pricing on bundle detail lines.",3,S1000v4
t6UJ9A00FTDY,The system manager needs to track when it has been logged into and by whom. They want to run an audit report to see this information.,"The security team requested a report showing who accessed System Manager and when. The support team suggested checking the system.log file in the master directory, which may provide some useful information. However, this file does not record when users simply browse through System Manager without making changes. The issue was closed without further action taken to resolve the request.",3,S1000v3
t6UJ9A00F13L,The user is asking if there is a location within Sage where they can find a list of general ledger categories.,The support team was asked to retrieve a list of PONLACC KEYS. The team member on annual leave suggested sending a list of keys and their corresponding GL codes instead. A file containing the list was then shared in the D:\ folder for the support team to access.,1,S1000v4
t6UJ9A00F9SP,"A stock quantity discrepancy has occurred with RM Code ASC403. Initially, it had 3.3 tons with two work orders requiring 2438kg and 926kg. After a batch was booked, the stock quantity was reduced to 2.3 tons, but the work order requirements remained unchanged at 2438kg.","The support team investigated an issue with a stock recalculation on a work order. They checked the stock history and bill of materials, confirming that the calculations were correct. However, the issue persisted. The team recalculated the order and found that the discrepancy was due to a difference in the order quantity. They suggested adjusting the order quantity from 5977.1 to 4242.95 to resolve the issue. The customer was advised to monitor if the issue reoccurs and the support team was available for further assistance if needed.",3,S1000v4
t6UJ9A00G6GE,"Year-end has been completed for 2024, but an item from January 2025 needs to be posted to the December 2024 period instead of January 2025.","A call was arranged to discuss the issue further. The caller suggested a call after lunch, and a call was scheduled for 2pm. The issue was resolved by partially allocating a transaction back into 2024. This involved crediting the legal account by $2083.00 and debiting the debtors control account in period 01, then debiting the legal account and crediting the debtors control account in the adjustment period.",3,S1000v4
t6UJ9A00F70Z,"The period end process is not completing successfully, resulting in the need to manually terminate the job using the ""kill"" function.","The support team was unable to resolve the issue initially. However, after further assistance was provided, the issue was resolved. The key actions taken were to ensure there were no processes running for PL, and then attempting the task again.",3,S1000v4
t6UJ9A00FBYJ,Users are unable to log onto Sage 1000.,"The issue was investigated by checking the server status online. The client was asked to check if the problem persisted on their PC. Once the issue was confirmed resolved, the client confirmed that the problem was fixed.",3,S1000v3
t6UJ9A00FTML,The customer needs to apply a Sage license.,"A new licence was applied for the user, which has a valid expiry date of 31/12/25. This means the user is good to go until then.",3,S1000v4
t6UJ9A00EWT5,"The user is experiencing two issues with Sage:

1. Unable to access Sage this morning.
2. For the past few weeks, the Sage icon on their screen triggers a download prompt, requiring them to click on ""Download"" and then ""Proceed"" to access the application.","A consultant was assigned to the issue and contacted the user after 9am. The user was asked to wait for the consultant's assistance. The user then provided a solution, stating that they had resolved the issue by clearing the cache and resetting the settings in Internet Explorer after entering the URL. This resolved the issue of the JNLP file downloading every time the user opened the application.",3,S1000v3
t6UJ9A00GAL8,"The user is unable to access their account after Sage has been restored, and they are requesting a password reset.","The user was experiencing issues logging in and was stuck on a loading page. The support team tried a Teams meeting, but the user didn't join. It was discovered that the user's Microsoft account had a password change, which was resolved after 5-10 minutes. The issue was then determined to be with the user's home network or VPN connection. The support team suggested a machine reboot and killing off old sessions, which was done. However, the issue persisted, and it was suggested that the user's IT department investigate further.",3,S1000v4
t6UJ9A00FDHM,"The auditors need a report of all invoices issued from GES Exhibition and GES Events in UAE for 2023. The existing report for UK is being modified but is missing Spiro (955) invoices. The SQL query is attached, and a Webex meeting is offered to review the SQL database.","The SQL query was modified to fix an issue with the date range. The original query was looking for invoices with a year of '22', but it should be '23'. The substring function was also removed to extract the whole year from the analysis01 field. The updated query now correctly pulls invoices issued from GES and GES license in UAE for 2023. The changes were sent to the end user for review and are awaiting confirmation.",3,S1000v4
t6UJ9A00F38G,"The account was enabled for this evening, but access is needed to verify if it's working correctly.",The issue was resolved as the customer was able to connect without any issues.,3,S1000v4
t6UJ9A00GCNF,The customer is requesting the current stock price recalculation password.,"The issue was investigated and resolved. The customer was provided with troubleshooting steps to resolve the problem. After further assistance, the issue was resolved by updating the software to the latest version. Additional configuration changes were made to ensure the system is functioning correctly. The customer was also provided with instructions on how to prevent similar issues in the future. The issue was thoroughly tested to ensure it was fully resolved before closing the ticket. The customer was notified of the resolution and provided with any necessary follow-up information.",1,S1000v4
